Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Armored Core 2: Another Age,ps2,2001,simulation,metro 3d,0.11,0.08,0.19,0.03,0.41,7.5,16.0,8.8,30.0,From Software,T
Buzz! Junior: Jungle Party,ps2,2006,misc,sony computer entertainment,0.2,0.16,0.0,0.05,0.41,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
God Eater 2: Rage Burst,psv,2015,role-playing,namco bandai games,0.0,0.03,0.37,0.01,0.41,7.265526675786593,32.51436388508892,8.1,16.0,Shift,T
Mortal Kombat: Deadly Alliance,gc,2002,fighting,midway games,0.31,0.08,0.0,0.01,0.41,8.1,20.0,8.7,43.0,Midway,M
NBA 2K11,ps2,2010,action,take-two interactive,0.34,0.01,0.0,0.06,0.41,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Visual Concepts,E
AKB1/48: Idol to Koishitara...,psp,2010,misc,namco bandai games,0.0,0.0,0.41,0.0,0.41,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Pro Pinball,ps,1996,misc,empire interactive,0.23,0.15,0.0,0.03,0.41,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
NiGHTS: Journey of Dreams,wii,2007,platform,sega,0.32,0.02,0.04,0.03,0.41,6.9,47.0,8.5,55.0,"Sega, Sonic Team",E
'98 Koshien,ps,1998,sports,magical company,0.15,0.1,0.12,0.03,0.41,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Harvest Moon: Grand Bazaar,ds,2008,simulation,rising star games,0.21,0.05,0.13,0.02,0.41,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Unknown,E
NBA 2K9,ps2,2008,sports,take-two interactive,0.34,0.01,0.0,0.06,0.41,7.199313304721031,21.050643776824035,8.0,4.0,Visual Concepts,E
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),gba,2001,misc,konami digital entertainment,0.0,0.0,0.4,0.01,0.41,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Up,psp,2009,action,thq,0.24,0.09,0.0,0.07,0.41,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Asobo Studio,E
Hatsune Miku: Project Diva 2nd,psp,2010,misc,sega,0.0,0.0,0.41,0.0,0.41,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Marvel: Ultimate Alliance 2,ps2,2009,role-playing,activision,0.23,0.02,0.0,0.16,0.41,7.265526675786593,32.51436388508892,4.6,15.0,n-Space,T
Monster Jam: Urban Assault,wii,2008,racing,activision,0.38,0.0,0.0,0.03,0.41,6.800689655172414,23.121379310344828,7.8,6.0,Torus Games,E
Call of Duty: Advanced Warfare,pc,2014,shooter,activision,0.15,0.23,0.0,0.03,0.41,7.8,18.0,4.5,1136.0,Sledgehammer Games,M
Mario no Super Picross,snes,1995,puzzle,nintendo,0.0,0.0,0.41,0.0,0.41,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
UEFA Euro 2008 Austria-Switzerland,ps3,2008,sports,electronic arts,0.08,0.26,0.0,0.06,0.41,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
"Ed, Edd n Eddy: The Mis-Edventures",ps2,2005,platform,midway games,0.34,0.01,0.0,0.06,0.41,5.0,5.0,7.6,16.0,Artificial Mind and Movement,E
Jikkyou Powerful Pro Yakuu '94,snes,1994,sports,konami digital entertainment,0.0,0.0,0.41,0.0,0.41,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Disney's Tarzan Untamed,ps2,2001,platform,ubisoft,0.2,0.16,0.0,0.05,0.41,5.9,7.0,7.1,7.0,Ubisoft,E
WWE All Stars,ps3,2011,fighting,thq,0.16,0.18,0.0,0.07,0.41,7.5,51.0,6.4,36.0,THQ,T
Green Day: Rock Band,x360,2010,misc,mtv games,0.24,0.13,0.0,0.04,0.41,7.5,54.0,6.6,32.0,"Harmonix Music Systems, Demiurge Studios",T
Harry Potter and the Deathly Hallows - Part 1,ds,2010,action,electronic arts,0.19,0.18,0.0,0.04,0.41,5.6,6.0,6.0,4.0,Full Fat,E10+
Resistance: Burning Skies,psv,2012,shooter,sony computer entertainment,0.18,0.15,0.02,0.06,0.41,6.0,63.0,6.8,245.0,Nihilistic,M
Battlefield 2: Modern Combat,x360,2006,shooter,electronic arts,0.35,0.02,0.01,0.03,0.41,7.7,54.0,7.3,79.0,Digital Illusions,T
Rocksmith 2014,xone,2014,misc,ubisoft,0.29,0.08,0.0,0.04,0.41,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Knockout Kings 2001,ps,2000,fighting,electronic arts,0.23,0.15,0.0,0.03,0.41,8.4,11.0,8.5,6.0,EA Sports,T
From Russia With Love,ps2,2005,action,electronic arts,0.34,0.01,0.0,0.06,0.41,6.9,29.0,7.6,36.0,EA Redwood Shores,T
Fantastic Pets,x360,2011,simulation,thq,0.3,0.08,0.0,0.03,0.41,6.6,11.0,7.5,4.0,Blitz Games Studios,E
BlazBlue: Continuum Shift,ps3,2010,fighting,pqube,0.21,0.07,0.09,0.04,0.41,8.7,29.0,8.0,65.0,Arc System Works,T
Duke Nukem Forever,pc,2011,shooter,take-two interactive,0.18,0.17,0.0,0.06,0.41,5.4,48.0,5.7,1183.0,"Gearbox Software, 3D Realms",M
Dragon Quest X,wiiu,2013,role-playing,square enix,0.0,0.0,0.41,0.0,0.41,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Square Enix,E
Minority Report: Everybody Runs,ps2,2002,action,activision,0.2,0.15,0.0,0.05,0.41,5.0,26.0,5.0,14.0,Treyarch,T
Katamari Forever,ps3,2009,puzzle,namco bandai games,0.26,0.04,0.06,0.04,0.4,7.4,51.0,8.1,50.0,Bandai Namco Games,E
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,ps,2003,misc,sony computer entertainment,0.23,0.15,0.0,0.03,0.4,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
NFL GameDay 2002,ps,2001,sports,sony computer entertainment,0.23,0.15,0.0,0.03,0.4,6.2,10.0,8.8,4.0,989 Sports,E
Pengo,2600,1983,adventure,atari,0.38,0.02,0.0,0.0,0.4,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Spider-Man: Web of Shadows,x360,2008,action,activision,0.36,0.02,0.0,0.03,0.4,6.8,57.0,8.6,87.0,Shaba Games,T
Naughty Bear,x360,2010,action,505 games,0.21,0.15,0.0,0.04,0.4,4.3,51.0,5.6,70.0,Artificial Mind and Movement,T
Mouse Trap,2600,1981,action,coleco,0.38,0.02,0.0,0.0,0.4,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Tak and the Power of Juju,gc,2003,platform,thq,0.31,0.08,0.0,0.01,0.4,7.1,16.0,8.2,9.0,Avalanche Software,E
Six Flags Fun Park,wii,2009,misc,ubisoft,0.27,0.09,0.0,0.04,0.4,4.3,7.0,7.1,7.0,7 Studios,E10+
Just Dance Kids 2,x360,2011,misc,ubisoft,0.29,0.08,0.0,0.03,0.4,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Ubisoft,E
Beowulf: The Game,x360,2007,action,ubisoft,0.36,0.01,0.0,0.03,0.4,5.1,23.0,4.7,30.0,Ubisoft Shanghai,M
NBA Jam,wii,2010,sports,electronic arts,0.36,0.02,0.0,0.02,0.4,7.9,43.0,8.5,20.0,EA Canada,E
Rune Factory 3: A Fantasy Harvest Moon,ds,2009,role-playing,rising star games,0.26,0.03,0.1,0.02,0.4,7.7,10.0,8.6,46.0,Neverland,E
Dragon Quest Builders: Revive Alefgard,ps4,2016,role-playing,square enix,0.04,0.11,0.22,0.03,0.4,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Star Wars The Clone Wars: Republic Heroes,psp,2009,action,lucasarts,0.21,0.12,0.0,0.07,0.4,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,"LucasArts, Krome Studios",T
Tales of Zestiria,ps4,2015,role-playing,namco bandai games,0.17,0.15,0.02,0.06,0.4,7.2,59.0,6.8,315.0,Bandai Namco Games,T
Metal Gear Solid: The Legacy Collection,ps3,2013,adventure,konami digital entertainment,0.31,0.01,0.03,0.06,0.4,9.3,4.0,9.0,255.0,Konami,M
Medarot: Kabuto / Kuwagata Version,gb,1997,role-playing,imagineer,0.0,0.0,0.4,0.0,0.4,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
NBA 2K10,ps2,2009,sports,take-two interactive,0.33,0.01,0.0,0.05,0.4,7.199313304721031,21.050643776824035,8.6,11.0,Visual Concepts,E
Defender,ps2,2002,misc,midway games,0.2,0.15,0.0,0.05,0.4,7.3,24.0,7.8,6.0,7 Studios,T
TNA iMPACT!,ps3,2008,fighting,midway games,0.22,0.12,0.0,0.06,0.4,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Taiko no Tatsujin Wii: Dodon to 2 Yome!,wii,2009,misc,namco bandai games,0.0,0.0,0.4,0.0,0.4,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Congo Bongo,2600,1982,action,sega,0.37,0.02,0.0,0.0,0.4,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Gauntlet: Seven Sorrows,ps2,2005,role-playing,midway games,0.2,0.15,0.0,0.05,0.4,5.9,38.0,5.7,20.0,Midway,T
Harry Potter: Quidditch World Cup,gc,2003,sports,electronic arts,0.31,0.08,0.0,0.01,0.4,6.8,16.0,8.5,10.0,Electronic Arts,E
Warriors Orochi 2 (JP sales),ps2,2008,action,tecmo koei,0.0,0.0,0.4,0.0,0.4,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Cabela's Big Game Hunter 2010,ps3,2009,sports,activision value,0.37,0.0,0.0,0.03,0.4,7.199313304721031,21.050643776824035,5.0,9.0,Activision,T
Overlord,x360,2007,strategy,codemasters,0.34,0.03,0.01,0.03,0.4,7.6,47.0,8.3,70.0,Triumph Studios,T
The Chronicles of Narnia: Prince Caspian,ps2,2008,action,disney interactive studios,0.2,0.15,0.0,0.05,0.4,6.7,6.0,7.0,8.0,Traveller's Tales,T
The Incredibles: Rise of the Underminer,gba,2005,action,thq,0.29,0.11,0.0,0.01,0.4,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Helixe,E
Life is Strange,ps4,2016,adventure,square enix,0.15,0.15,0.03,0.06,0.4,8.5,23.0,8.6,672.0,DONTNOD Entertainment,M
Pet in TV,ps,1997,strategy,sony computer entertainment,0.0,0.0,0.38,0.03,0.4,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
Battalion Wars,gc,2005,strategy,nintendo,0.25,0.07,0.07,0.01,0.4,7.6,43.0,8.8,18.0,Kuju Entertainment,T
NBA ShootOut 2000,ps,1999,sports,989 studios,0.22,0.15,0.0,0.03,0.4,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Power Rangers: Dino Thunder,gc,2004,action,thq,0.31,0.08,0.0,0.01,0.4,4.9,6.0,7.058129175946548,188.76391982182628,Pacific Coast Power & Light,E
Samurai Shodown,snes,1994,fighting,takara,0.0,0.0,0.4,0.0,0.4,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Mass Effect Trilogy,x360,2012,action,electronic arts,0.28,0.09,0.0,0.03,0.4,6.667693138843868,27.891950297136685,7.4,30.0,BioWare,M
The Wonderful 101,wiiu,2013,action,nintendo,0.19,0.1,0.08,0.03,0.4,7.8,75.0,8.5,495.0,PlatinumGames,T
SpongeBob SquigglePants,wii,2011,misc,thq,0.35,0.02,0.0,0.03,0.4,5.9,12.0,6.805827505827505,30.7995337995338,WayForward,E
Fighting Vipers,sat,1995,fighting,sega,0.0,0.0,0.4,0.0,0.4,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,ds,2009,action,konami digital entertainment,0.27,0.01,0.09,0.03,0.4,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
NCAA GameBreaker 2000,ps,1999,sports,989 studios,0.22,0.15,0.0,0.03,0.4,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Asura's Wrath,ps3,2012,action,capcom,0.18,0.12,0.06,0.05,0.4,7.1,39.0,7.4,169.0,CyberConnect2,T
The Legend of Spyro: Dawn of the Dragon,ps2,2008,platform,vivendi games,0.12,0.01,0.0,0.27,0.4,6.812448979591837,23.76734693877551,7.1,25.0,Etranges Libellules,E10+
AKB1/48: Idol to Guam de Koishitara...,psp,2011,misc,namco bandai games,0.0,0.0,0.4,0.0,0.4,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
NFL Quarterback Club 2000,n64,1999,sports,acclaim entertainment,0.37,0.03,0.0,0.0,0.4,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Mortal Kombat Mythologies: Sub-Zero,n64,1997,fighting,midway games,0.32,0.07,0.0,0.0,0.4,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
RR64: Ridge Racer 64,n64,1999,racing,nintendo,0.32,0.07,0.0,0.0,0.4,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
Top Gear Rally,n64,1997,racing,kemco,0.32,0.07,0.0,0.0,0.4,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
18 Wheeler: American Pro Trucker,ps2,2001,racing,acclaim entertainment,0.2,0.15,0.0,0.05,0.4,6.1,11.0,5.7,18.0,Acclaim Studios Cheltenham,E
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",psp,2009,shooter,activision,0.17,0.14,0.0,0.08,0.4,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Unknown,E
Wall-E,ps3,2008,platform,thq,0.12,0.21,0.0,0.08,0.4,5.1,24.0,5.0,7.0,Heavy Iron Studios,E
Atari Anthology,ps2,2004,misc,atari,0.33,0.01,0.0,0.05,0.4,6.6,12.0,4.3,6.0,Digital Eclipse,E
FIFA 14,pc,2013,sports,electronic arts,0.01,0.36,0.0,0.03,0.4,8.7,6.0,4.6,441.0,EA Canada,E
Bugs Bunny: Lost in Time,ps,1999,platform,infogrames,0.22,0.15,0.0,0.03,0.4,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Hot Wheels: Beat That!,ps2,2007,racing,activision,0.2,0.15,0.0,0.05,0.4,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Eutechnyx,E
MLB 2006,ps2,2005,sports,sony computer entertainment,0.33,0.01,0.0,0.05,0.4,8.1,32.0,9.0,21.0,989 Sports,E
Ragnarok Odyssey,psv,2012,role-playing,gungho,0.2,0.01,0.16,0.03,0.4,6.6,21.0,7.8,111.0,Game Arts,T
Brunswick Pro Bowling,ps2,2007,sports,505 games,0.2,0.15,0.0,0.05,0.4,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Point of View,E
The Gunstringer,x360,2011,shooter,microsoft game studios,0.26,0.1,0.0,0.04,0.4,7.7,60.0,8.1,40.0,Twisted Pixel Games,T
Rocket Power: Dream Scheme,gba,2001,action,thq,0.29,0.11,0.0,0.01,0.4,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Marvel: Ultimate Alliance,wii,2006,role-playing,activision,0.36,0.0,0.0,0.03,0.4,7.3,31.0,7.3,29.0,Vicarious Visions,T
My Virtual Tutor: Reading Adventure First to Second Grade,ds,2009,misc,mentor interactive,0.37,0.0,0.0,0.03,0.4,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
MX vs. ATV Unleashed,xb,2005,racing,thq,0.32,0.07,0.0,0.01,0.4,8.0,21.0,8.3,13.0,Rainbow Studios,E
FIFA Soccer 13,pc,2012,action,electronic arts,0.02,0.31,0.0,0.07,0.4,8.6,7.0,6.6,286.0,Electronic Arts,E
Rampage: Total Destruction,gc,2006,action,midway games,0.31,0.08,0.0,0.01,0.4,5.7,24.0,6.7,6.0,"Pipeworks Software, Inc.",E10+
Style Lab: Makeover,ds,2009,simulation,ubisoft,0.34,0.03,0.0,0.03,0.4,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Ubisoft,E
The Urbz: Sims in the City,gc,2004,simulation,electronic arts,0.24,0.14,0.0,0.02,0.4,7.3,19.0,8.4,16.0,Maxis,T
Road Rash: Jailbreak,ps,1999,racing,electronic arts,0.22,0.15,0.0,0.03,0.4,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
Disney Sing It! High School Musical 3: Senior Year,ps3,2008,misc,disney interactive studios,0.08,0.26,0.0,0.06,0.4,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Mother 3,gba,2006,role-playing,nintendo,0.0,0.0,0.39,0.01,0.4,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Nicktoons: Freeze Frame Frenzy,gba,2004,action,thq,0.29,0.11,0.0,0.01,0.4,5.3,4.0,7.058129175946548,188.76391982182628,Altron,E
Monster Trucks Mayhem,wii,2009,racing,zoo games,0.38,0.0,0.0,0.02,0.4,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Zoo Games,E
You Don't Know Jack,ps,1999,misc,vivendi games,0.22,0.15,0.0,0.03,0.4,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Rapala Pro Bass Fishing 2010,x360,2010,sports,activision,0.32,0.05,0.0,0.03,0.4,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,FUN Labs,E
WWE SmackDown! vs. RAW 2006,psp,2005,fighting,thq,0.36,0.0,0.0,0.03,0.4,8.1,30.0,8.5,37.0,Yuke's,T
Mafia II,pc,2010,action,take-two interactive,0.17,0.17,0.0,0.05,0.4,7.7,46.0,7.9,1238.0,2K Czech,M
Avatar: The Game,ds,2009,action,ubisoft,0.18,0.18,0.0,0.04,0.4,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Mystery Dungeon: Shiren the Wanderer,snes,1995,role-playing,chunsoft,0.0,0.0,0.4,0.0,0.4,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Pro Evolution Soccer 2016,ps3,2015,sports,konami digital entertainment,0.09,0.12,0.15,0.04,0.4,7.199313304721031,21.050643776824035,7.2,40.0,Konami,E
Star Wars: Clone Wars,gc,2002,shooter,activision,0.31,0.08,0.0,0.01,0.4,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Unknown,E
NBA Live 2002,xb,2001,sports,electronic arts,0.35,0.03,0.0,0.02,0.4,7.6,15.0,7.5,6.0,Electronic Arts,E
Sega Superstars Tennis,ps3,2008,sports,sega,0.13,0.2,0.0,0.07,0.4,6.7,31.0,7.4,7.0,Sumo Digital,E10+
Spore Hero,wii,2009,simulation,electronic arts,0.35,0.02,0.0,0.03,0.4,6.1,23.0,7.1,36.0,Maxis,E10+
Winter Sports 2: The Next Challenge,wii,2008,sports,rtl,0.17,0.18,0.0,0.04,0.4,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,49Games,E
Boku no Natsuyasumi,ps,2000,adventure,sony computer entertainment,0.0,0.0,0.37,0.03,0.4,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
I-Ninja,ps2,2003,platform,sony computer entertainment,0.19,0.15,0.0,0.05,0.4,7.3,39.0,8.3,22.0,Argonaut Games,T
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",ps3,2007,action,activision,0.32,0.03,0.01,0.04,0.4,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Moshi Monsters: Moshlings Theme Park,ds,2012,misc,activision,0.03,0.33,0.0,0.04,0.4,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Black Lantern Studios,E
Ghostbusters: The Video Game,ds,2009,action,atari,0.24,0.12,0.0,0.04,0.4,5.5,17.0,6.0,7.0,Zen Studios,E
Command & Conquer,ps,1996,strategy,virgin interactive,0.22,0.15,0.0,0.03,0.4,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
SD Gundam G Generation Seed,ps2,2004,strategy,namco bandai games,0.0,0.0,0.4,0.0,0.4,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
Call of Duty: Finest Hour,gc,2004,shooter,activision,0.31,0.08,0.0,0.01,0.4,7.4,31.0,8.9,13.0,Exakt,T
Naruto: Path of the Ninja,ds,2007,role-playing,d3publisher,0.37,0.0,0.0,0.03,0.4,5.7,18.0,7.2,9.0,TOSE,E10+
Tales of Phantasia,snes,1995,role-playing,namco bandai games,0.0,0.0,0.4,0.0,0.4,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Speed Racer: The Videogame,wii,2008,racing,warner bros. interactive entertainment,0.35,0.02,0.0,0.03,0.4,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
Castlevania: Portrait of Ruin,ds,2006,platform,konami digital entertainment,0.31,0.02,0.04,0.03,0.4,8.5,51.0,8.3,87.0,Konami,T
Suzuki TT Superbikes,ps2,2005,racing,jester interactive,0.33,0.01,0.0,0.05,0.4,7.1,7.0,8.5,8.0,Jester Interactive,E
Rumble Roses,ps2,2004,fighting,konami digital entertainment,0.19,0.15,0.0,0.05,0.39,6.6,44.0,8.5,20.0,Yuke's,M
Disney Infinity 3.0,x360,2015,action,disney interactive studios,0.21,0.15,0.0,0.03,0.39,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Tomb Raider: Anniversary,x360,2007,action,eidos interactive,0.12,0.22,0.0,0.05,0.39,7.7,33.0,8.3,39.0,Crystal Dynamics,T
Sherlock Holmes: The Mystery of the Mummy,ds,2009,adventure,focus home interactive,0.06,0.3,0.0,0.04,0.39,5.7,8.0,3.1,9.0,"Frogwares, Mistic Software",E
Fantastic Four: Rise of the Silver Surfer,ps2,2007,action,take-two interactive,0.19,0.15,0.0,0.05,0.39,3.6,7.0,6.4,17.0,7 Studios,T
Ultimate Spider-Man,xb,2005,action,activision,0.26,0.11,0.0,0.02,0.39,7.7,53.0,7.4,20.0,Treyarch,T
Littlest Pet Shop,wii,2008,simulation,electronic arts,0.33,0.03,0.0,0.03,0.39,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Full Fat,E
Juiced 2: Hot Import Nights,ps2,2007,racing,thq,0.19,0.15,0.01,0.05,0.39,6.6,4.0,6.7,10.0,Juice Games,T
Star Wars The Clone Wars: Republic Heroes,ds,2009,action,lucasarts,0.22,0.14,0.0,0.04,0.39,6.667693138843868,27.891950297136685,5.3,4.0,LucasArts,E10+
NHL 99,n64,1998,sports,electronic arts,0.38,0.01,0.0,0.0,0.39,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
LEGO The Lord of the Rings,3ds,2012,action,warner bros. interactive entertainment,0.2,0.16,0.0,0.03,0.39,6.1,4.0,7.6,10.0,TT Games,E10+
Danball Senki,psp,2011,role-playing,level 5,0.0,0.0,0.39,0.0,0.39,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
No More Heroes 2: Desperate Struggle,wii,2010,action,rising star games,0.2,0.11,0.04,0.03,0.39,8.4,68.0,8.8,184.0,Grasshopper Manufacture,M
NASCAR Heat,ps,2000,racing,hasbro interactive,0.22,0.15,0.0,0.03,0.39,6.2,5.0,7.040858505564388,69.22893481717011,Monster Games Inc.,E
Planet 51,ds,2009,action,sega,0.22,0.14,0.0,0.04,0.39,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Firebrand Games,E
Bloody Roar,ps,1997,fighting,virgin interactive,0.22,0.15,0.0,0.03,0.39,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Bump 'n' Jump,2600,1982,racing,mattel interactive,0.37,0.02,0.0,0.0,0.39,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
Mobile Suit Gundam: Lost War Chronicles,ps2,2002,shooter,namco bandai games,0.0,0.0,0.39,0.0,0.39,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Unknown,E
Legends of WrestleMania,x360,2009,fighting,thq,0.2,0.15,0.0,0.04,0.39,7.1,59.0,6.3,23.0,Yuke's,T
Fishing Resort,wii,2011,sports,namco bandai games,0.14,0.0,0.25,0.01,0.39,6.9,9.0,7.0,8.0,Prope,E
Disney's Brother Bear,gba,2003,action,thq,0.28,0.1,0.0,0.01,0.39,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Vicarious Visions,E
Armored Core V,ps3,2012,simulation,namco bandai games,0.09,0.04,0.24,0.02,0.39,6.5,26.0,7.3,47.0,From Software,T
NBA Live 09,ps2,2008,sports,electronic arts,0.32,0.01,0.01,0.05,0.39,7.199313304721031,21.050643776824035,7.4,14.0,EA Canada,E
Saints Row IV,ps4,2015,action,deep silver,0.13,0.18,0.03,0.06,0.39,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
